batter,year,matches,runs,balls,dismissals,fifties,hundreds,strike_rate,average
G Gambhir,2014,16,335,293,14,3,0,114.33,23.93
G Gambhir,2015,13,327,278,13,3,0,117.63,25.15
G Gambhir,2016,15,501,411,11,5,0,121.9,45.55
G Gambhir,2017,16,498,389,12,4,0,128.02,41.5
G Gambhir,2018,5,85,88,4,1,0,96.59,21.25
GC Smith,2008,11,441,362,9,3,0,121.82,49.0
GC Smith,2009,12,212,216,11,1,0,98.15,19.27
GC Smith,2010,2,44,39,2,0,0,112.82,22.0
GC Smith,2011,4,42,51,4,0,0,82.35,10.5
GD Phillips,2021,3,26,33,2,0,0,78.79,13.0
GD Phillips,2023,5,39,22,5,0,0,177.27,7.8
GD Phillips,2026,5,67,54,4,0,0,124.07,16.75
GH Vihari,2013,17,241,278,13,0,0,86.69,18.54
GH Vihari,2015,4,39,35,4,0,0,111.43,9.75
GH Vihari,2019,2,4,8,2,0,0,50.0,2.0
GJ Bailey,2009,2,45,39,2,0,0,115.38,22.5
GJ Bailey,2010,1,18,27,1,0,0,66.67,18.0
GJ Bailey,2014,16,257,190,9,0,0,135.26,28.56
GJ Bailey,2015,12,259,190,10,2,0,136.32,25.9
GJ Bailey,2016,5,84,98,4,0,0,85.71,21.0
GJ Maxwell,2012,2,6,11,1,0,0,54.55,6.0
GJ Maxwell,2013,3,36,27,2,0,0,133.33,18.0
GJ Maxwell,2014,16,552,294,16,4,0,187.76,34.5
GJ Maxwell,2015,11,146,113,11,0,0,129.2,13.27
GJ Maxwell,2016,10,179,124,9,2,0,144.35,19.89
GJ Maxwell,2017,13,310,179,10,0,0,173.18,31.0
GJ Maxwell,2018,12,169,120,10,0,0,140.83,16.9
GJ Maxwell,2020,11,108,106,7,0,0,101.89,15.43
GJ Maxwell,2021,14,513,356,11,6,0,144.1,46.64
GJ Maxwell,2022,13,301,178,10,1,0,169.1,30.1
GJ Maxwell,2023,14,400,218,12,5,0,183.49,33.33
GJ Maxwell,2024,9,52,43,9,0,0,120.93,5.78
GJ Maxwell,2025,6,48,49,6,0,0,97.96,8.0
Gurkeerat Singh,2012,4,86,52,3,0,0,165.38,28.67
Gurkeerat Singh,2013,9,108,95,8,0,0,113.68,13.5
Gurkeerat Singh,2015,5,35,39,5,0,0,89.74,7.0
Gurkeerat Singh,2016,6,113,86,5,1,0,131.4,22.6
Gurkeerat Singh,2019,3,98,70,3,1,0,140.0,32.67
Gurkeerat Singh,2020,5,71,80,0,0,0,88.75,
H Klaasen,2018,4,57,47,3,0,0,121.28,19.0
H Klaasen,2019,2,9,10,2,0,0,90.0,4.5
H Klaasen,2023,11,448,253,9,2,1,177.08,49.78
H Klaasen,2024,15,479,280,12,4,0,171.07,39.92
H Klaasen,2025,13,487,282,10,1,1,172.7,48.7
H Klaasen,2026,15,624,390,13,6,0,160.0,48.0
HC Brook,2023,11,190,154,9,0,1,123.38,21.11
HH Gibbs,2008,9,167,153,9,0,0,109.15,18.56
HH Gibbs,2009,14,371,331,11,4,0,112.08,33.73
